0j,(-1.0283250182543626e-19+7.257287166619725e-19j),(3.765974435843242e-18+6.238084721748899e-19j),0j,(1.2481032617603865e-19-6.648450315546821e-19j),0j,0j,(-0.036066203119087-0.011719976466413318j),(-1.0061012309635599e-19-1.1871659755081741e-20j),0j,0j,(0.10811683525608161-0.15008552694009586j),0j,(-0.03409207782769944-0.016510826918723003j),(0.00037754307705353135-0.0025133526298414745j),0j,(1.266444708721892e-19-7.101794892762487e-19j),0j,0j,(-0.03292383499746278-0.018627285397018925j),0j,(-0.004006769223357169+0.006570397469770964j),(0.03599484260557516+0.013079738464280552j),0j,0j,(0.00046615736216245+0.00020634796779290463j),(-0.08135397401251111+0.1666629346053574j),0j,(0.03647733277210319+0.010651184021177394j),0j,0j,(-1.4007786512149059e-19+6.935878594961135e-19j),(2.9765555505088707e-18+8.370305020907579e-19j),0j,0j,(-0.0008845086022441453+0.002350274696921406j),0j,(0.00046358345299810506+0.0002137700989617941j),(-0.08117276713003375+0.1667314120601377j),0j,0j,(1.4934364229040017e-05-3.766881450735008e-05j),(-0.6521801412301895-0.627855969575091j),0j,(-0.10358973073121927+0.1536689969851644j),0j,0j,(9.691393431957868e-20+1.4299739987074734e-20j),0j,(-1.2734523693469244e-06-3.419665040807756e-07j),(-0.08064109470608917+0.16695020473228173j),0j,(0.033656892480852275+0.01768961592058399j),0j,0j,(-1.5625466805367466e-19+7.182987759647732e-19j),(0.0007783980655902506-0.0023990176003365446j),0j,0j,(-3.198381373839655e-18-1.055607762923142e-18j),0j,(-1.218091078146673e-19+7.805883691561198e-19j),(3.2501670383248786e-18+3.2843259760884755e-19j),0j
(1.1614267410693573e-35+5.750622985531376e-35j),0j,0j,(3.1724223426367154e-18+5.342628439972411e-19j),0j,(1.615339352130552e-19-7.166892566780385e-19j),(-3.4715120898125034e-18-2.2691031112419336e-20j),0j,0j,(-1.0079688794992094e-19-2.0213143645305053e-20j),(4.082925372007049e-18-1.2382965624442204e-17j),0j,(-3.452678735124218e-18-4.425560822476071e-19j),0j,0j,(0.0006761095259802806-0.002444669841221885j),0j,(1.1633551623506545e-19-5.755712879788107e-19j),(-3.337409370432312e-18-7.074707506246034e-19j),0j,(-1.873893260464068e-19+7.443795950551396e-19j),0j,0j,(0.03538990175888883+0.014109048039064091j),(4.991032024521339e-20+6.1323712051041526e-21j),0j,0j,(-0.0878402686462173+0.16616258178313698j),0j,(0.03658905392408613+0.01197547813634467j),(2.9731941899722513e-06-1.514493349197697e-05j),0j,0j,(3.4108018839031697e-18-3.2555136738933017e-20j),(-1.6739313242613088e-19+7.359102562323676e-19j),0j,(1.2411117874172655e-19+3.493192177633544e-20j),0j,0j,(-0.02771597627766652+0.18723105692566022j),(4.204325395251087e-21-1.5805368279335708e-20j),0j,0j,(-0.8271811083260685-0.4100863964077907j),0j,(-0.053500948367115525+0.18127679095205299j),(0.0003425011846807494+0.00010801146483940806j),0j,(8.352271761391211e-20+1.5251214318813696e-20j),0j,0j,(-0.028202826089111878+0.18710942666486352j),0j,(0.03814420665000594+0.007079480398516452j),(-0.0014264827907439302+0.003995988610170177j),0j,0j,(3.750106992685895e-05-0.0025731444206576505j),(-0.019232265428499342-0.007998626662008276j),0j,(-0.0009524965377877464+0.004159755404705868j),0j,0j,(3.8592621948629124e-18-5.057163961088355e-19j)
0j,(-4.3020750570378885e-18-6.110653448525873e-20j),(6.753079576824825e-20-7.746616909243906e-19j),0j,(3.722113546383776e-18+4.848588341433006e-19j),0j,0j,(-0.0013061094005251412+0.004011333854016337j),(2.3491418522646752e-20-6.168819487283309e-19j),0j,0j,(-0.03349329741263156-0.017527751843162406j),0j,(0.057931735006904954-0.17960534971092812j),(-0.0002276909867747305-3.4233521844207565e-05j),0j,(3.3937615239341184e-18+1.5098064252136947e-19j),0j,0j,(-0.0033632716143704574+0.006951477529676458j),0j,(-0.03365689248085225-0.017689615920583983j),(0.0013024372697676978-0.004037394238110775j),0j,0j,(-0.0011411459003970994+0.0032634192908911346j),(0.03606693532583494+0.011715989346883967j),0j,(-0.027614460744317167+0.18728399187510306j),0j,0j,(8.860949881737244e-20+2.008695444680213e-20j),(-1.898986992299657e-18+1.621072364094363e-17j),0j,0j,(0.0004866014551333325+0.00016036534684897978j),0j,(-0.0009611346554146196+0.0023333775470020567j),(0.018539073078035713+0.00905370651287982j),0j,0j,(0.00026767284490231797+8.67210890605992e-05j),(-0.1081168352560815+0.15008552694009583j),0j,(-0.8295529576597949-0.4049328928873638j),0j,0j,(1.8205960835002277e-21-1.10805002456662e-20j),0j,(1.981924880471517e-06-1.0068462334653725e-05j),(0.03522040431794617+0.014329764638947827j),0j,(-0.07708992808049751+0.17224767720035558j),0j,0j,(8.094901893086798e-20+1.454344943760847e-20j),(0.016695312006219046+0.003873653442854959j),0j,0j,(-1.1500873319479002e-19+6.496251980239002e-19j),0j,(-3.890247766224193e-18-1.590725269236732e-20j),(5.512288831698772e-20-4.468044700727186e-19j),0j
(-3.321959111386965e-34+1.0241498276549747e-34j),0j,0j,(7.008351356174308e-20-6.409291067220215e-19j),0j,(3.435734648220883e-18+5.660575578888112e-19j),(-5.077301291050557e-21+4.489560578032876e-19j),0j,0j,(6.620565276860705e-20-6.082765249443432e-19j),(-2.9710162395693537e-18-5.039455858652023e-19j),0j,(-8.9984104282734e-20-1.6612259155081573e-17j),0j,0j,(-0.00022262087660753394-5.875042271036269e-05j),0j,(3.286305449010034e-18+2.771364819548742e-19j),(-1.1230938038947464e-19+6.465514843472286e-19j),0j,(-3.304479394483754e-18-7.211835665965362e-19j),0j,0j,(0.001426482790743929-0.0039959886101701755j),(-1.5488689166588748e-20+3.508923596104636e-19j),0j,0j,(0.03614099897022724+0.013041309472407326j),0j,(-0.034066325035760285+0.18871585141137553j),(-1.1905930516327537e-06-2.2057456900125125e-07j),0j,0j,(2.2419930171871537e-18+1.6276825585453578e-17j),(1.429097368276231e-19+2.6409765430885852e-20j),0j,(-1.5055052232457436e-19+5.728652047177535e-19j),0j,0j,(0.0208224452918507+0.0031081787460189897j),(1.0134813632995298e-19+1.6859949920421983e-20j),0j,0j,(-0.05900462437836903+0.17918228065340877j),0j,(-0.931177771675726-0.13878938022905873j),(8.736955857823257e-06-3.0379036729986787e-05j),0j,(-1.417327107382518e-20+3.584508010559222e-19j),0j,0j,(0.03865759329984497+0.003333551579945919j),0j,(-0.023125111211526654+0.1911272799481047j),(0.00045152430497743694+0.00013494462302441942j),0j,0j,(0.017442103292632814-0.001240548033731809j),(-0.001073862712509197+0.004121199040365849j),0j,(-0.021174855974976627-0.0018637736772175372j),0j,0j,(-6.959043553569648e-20-4.854816827742706e-19j)
(1.6584787443784417e-35+6.097389141086415e-35j),0j,0j,(3.3935485592001717e-18-7.929339013352765e-20j),0j,(1.0111973702746086e-19-8.160885457171009e-19j),(-3.842240220097549e-18+8.499410269337036e-19j),0j,0j,(4.0715806359249805e-18+7.135285268752989e-19j),(1.3527636372878637e-20+6.018313063479493e-19j),0j,(6.595286667172728e-20+1.3828938197578766e-21j),0j,0j,(-0.002705015157461728+0.19249284533158872j),0j,(1.0100854653097024e-19-7.980628614637449e-19j),(-3.4332850449965467e-18-4.5282745659246455e-20j),0j,(-1.2057158786621426e-19+7.166069171029456e-19j),0j,0j,(0.03814420665000594+0.007079480398516453j),(-3.684100032592721e-18-3.6522735844119874e-20j),0j,0j,(0.0006882591338752101-0.003443972984012703j),0j,(-0.00018628435102299506-2.4308243667493092e-05j),(-0.02916451537927155-0.19090133975818668j),0j,0j,(-4.754630587253654e-20-6.798309377076867e-22j),(2.0212041204081025e-18-1.6206009653973433e-17j),0j,(-2.5950854776064717e-18-9.92325879092046e-19j),0j,0j,(0.00023044943484903173-0.0025645528076945518j),(4.050102168056869e-18-1.9144861246615745e-17j),0j,0j,(-0.000279790805314776-5.2090067431443185e-05j),0j,(-2.207225125415918e-06+1.606079852018791e-05j),(0.9302179479487052+0.14644369632257756j),0j,(-3.4982740850083796e-18-3.7678378975402553e-19j),0j,0j,(-1.149679174803702e-06+1.031062953576222e-05j),0j,(7.46546681040927e-07+7.996710396518467e-08j),(0.023125111211526644-0.19112727994810477j),0j,0j,(5.253170752509467e-10-1.752969501388434e-08j),(-0.017384914319746814-0.0015534885846772504j),0j,(-5.535435775099579e-06+0.0009341452290466255j),0j,0j,(3.5077965555893556e-18-9.66785984439901e-19j)
0j,(1.1313632488956363e-35+6.620889386546445e-35j),(2.706839449168761e-34-1.0733395269914076e-34j),0j,(-9.680095541438047e-36-7.468637024179566e-35j),0j,0j,(-3.9869335105989616e-18+6.055370610178192e-19j),(2.8838541700272227e-34-3.2012534022797734e-35j),0j,0j,(-2.000850242383106e-20+6.240864174688082e-19j),0j,(6.045430662143778e-20+8.723517826612825e-21j),(5.555795320714768e-18+1.705523121115676e-17j),0j,(-1.0394830391279711e-35-7.970735407848624e-35j),0j,0j,(-3.5634409345944714e-18-2.6916740449128305e-19j),0j,(-1.5757544365921598e-19+6.029964306814152e-19j),(3.1515451925332276e-18-3.8387932756343276e-19j),0j,0j,(-3.3367263651574373e-18-3.0813742356408296e-19j),(-3.6783392576273264e-20-3.7126936844030835e-19j),0j,(-1.8949029729760046e-20+3.0911431830049266e-21j),0j,0j,(-0.02330178734294737-0.19423049854378854j),(-1.3408862536349823e-35+1.615213659394498e-36j),0j,0j,(-3.232882877348542e-18-1.7589876592686293e-17j),0j,(-4.128786320421996e-18+7.907512950160561e-20j),(-4.945592591182797e-20-6.959433032306485e-19j),0j,0j,(6.070653979357136e-19-1.7358293170633486e-17j),(-1.0877010129778138e-19-1.1922378061479097e-20j),0j,(-1.7658545347879103e-21+9.344900526134559e-21j),0j,0j,(0.9496146239521467-0.14352402495984143j),0j,(-3.534920295054138e-18+7.4551360823485465e-19j),(-4.30377534650347e-21-4.540359710424075e-19j),0j,(-7.856465282106291e-20-1.367863309147153e-20j),0j,0j,(-0.03516309218758405-0.19323517020428185j),(-1.2731854161779996e-20-3.796483677462515e-19j),0j,0j,(-0.01741571168577395+0.0037097756811976124j),0j,(0.00027483613987715205+0.0009125142020766084j),(0.021206970213077082-0.0045247176390209925j),0j
(-8.548668877234968e-18-1.865064475863103e-17j),0j,0j,(-0.00018706940920361231-1.4917232665140758e-05j),0j,(0.00042825569555054777-0.003479183404337311j),(-3.1190170392382037e-07-5.569095281008825e-09j),0j,0j,(0.038657593299844965+0.0033335515799459165j),(1.149679174803701e-06-1.0310629535762219e-05j),0j,(0.00012822701170444998+1.1530387782830335e-05j),0j,0j,(4.429008321958538e-20-7.176861172398105e-19j),0j,(0.003287494196133803+0.19289846211955675j),(0.00015251866448303273+2.497327615207252e-05j),0j,(-0.00045822381721739126+0.002516287536889585j),0j,0j,(4.218694464213465e-18+3.5123987603950426e-19j),(-0.021235212312500445-0.0005976102126113819j),0j,0j,(9.019431094080964e-20-7.620199302191455e-19j),0j,(3.352569666809417e-18-1.4682438625697023e-19j),(2.3083832914805145e-20+4.2443442177555688e-19j),0j,0j,(0.017367211630101704-0.0026579252314833258j),(-0.00018630924421544754+0.0008995194410188127j),0j,(-0.016677454490971973-0.003929206786360943j),0j,0j,(9.684280945619246e-21-3.0850983827689035e-19j),(0.028202826089111833-0.18710942666486347j),0j,0j,(-6.939852767680992e-20-6.653787972857643e-21j),0j,(-1.3547093559559858e-20-2.8072254138104e-19j),(-3.477346797655135e-18-4.0789790426261365e-19j),0j,(0.9497886830866838-0.14932070377938994j),0j,0j,(-2.318427518204546e-22+5.721593572041712e-21j),0j,(-7.459593943709718e-20-1.478616332822442e-21j),(-4.338272328112927e-20-1.7348535716995233e-17j),0j,0j,(-5.110322426892966e-20-5.084261206928069e-19j),(-3.79098464616201e-18+5.123143183578317e-20j),0j,(-3.563476557652671e-18-1.9101776395524693e-17j),0j,0j,(-7.651621636772562e-36+1.6617047301188548e-36j)
0j,(-8.252626445172655e-18-1.7451340894338922e-17j),(-1.654981701660103e-20+4.068472598408195e-21j),0j,(-6.330405585253997e-20-3.5322340167683694e-19j),0j,0j,(-3.053238637327794e-07-4.587721329019571e-08j),(3.536583382507738e-18-8.2085526034404145e-19j),0j,0j,(1.9819248804715183e-06-1.0068462334653725e-05j),0j,(0.0001264453828893532+1.9002654674082126e-05j),(-8.19384993535809e-12+5.428844053819928e-11j),0j,(6.994984736314854e-18+2.1821259879968438e-17j),0j,0j,(0.00015139038156081612+2.2743412841504593e-05j),0j,(-0.00037754307705353135+0.0025133526298414754j),(-2.4089988041804814e-09-5.299366713444402e-10j),0j,0j,(-0.021320295661222947+0.0006656195018440494j),(1.1774200931475749e-08-5.3331412980897685e-08j),0j,(5.60959759862476e-07+8.449561573232612e-08j),0j,0j,(5.30262427333407e-20+3.905663369288603e-19j),(4.304883053747665e-18-1.214590865963246e-18j),0j,0j,(9.350815523241926e-05+0.0009330284387013587j),0j,(-0.017444280782791744+0.0012553632292872476j),(1.0278782102057033e-08-4.3448162771119504e-08j),0j,0j,(-0.02924193917176328-0.19090154194444198j),(1.2734523693469247e-06+3.419665040807756e-07j),0j,(-3.1325552229623585e-06+1.5094497165875542e-05j),0j,0j,(-4.144354830340347e-18+7.531070108128944e-19j),0j,(0.8814687094771432-0.4300501888755413j),(-2.203153251406755e-06+1.4653745347405594e-05j),0j,(-0.00022769098677473054-3.423352184420757e-05j),0j,0j,(-5.325027322121896e-18-2.2474061057623952e-17j),(-9.280358900815166e-05-0.0017151874563616396j),0j,0j,(-3.800469791527405e-18+9.976168336264717e-19j),0j,(-9.50658142902602e-18-1.4738633858729277e-17j),(-2.6180432012252745e-20+4.873320202667942e-21j),0j
0j,(9.492198462254713e-20+1.2669097276280666e-20j),(2.921403644791479e-18+1.7073500979378873e-17j),0j,(3.3698269586133223e-18+7.761236217448824e-20j),0j,0j,(-0.0008965222253150315+0.003346118943196457j),(2.717239399535068e-21-4.571997014984898e-19j),0j,0j,(-0.03522040431794617-0.01432976463894784j),0j,(-0.002681647034300734+0.007264521896616505j),(-0.00012644538288935302-1.9002654674082132e-05j),0j,(-7.931175038753783e-20-8.69961167841264e-21j),0j,0j,(0.05243321554389183-0.1817104746679339j),0j,(-0.034092077827699414-0.016510826918722996j),(0.000751588315127553-0.0024312420672790228j),0j,0j,(-0.0011840786258587555+0.004058117926906027j),(0.019695756145251212+0.006739373623266365j),0j,(0.001017683868318056-0.004122049324241658j),0j,0j,(-3.1831500036656667e-18+1.8524299276454935e-19j),(9.381871592054114e-20-4.3087670005715055e-19j),0j,0j,(-0.017039540711275766-0.0025076825849524656j),0j,(-0.00106729015731998+0.0032806517529798897j),(0.01582136178380982+0.006150070526278463j),0j,0j,(0.00037120255001740434+0.00010058118406551689j),(-0.08064109470608917+0.16695020473228186j),0j,(0.0347849491926719+0.015453771650210968j),0j,0j,(9.271035510589228e-21+3.2371434018870154e-19j),0j,(2.2031532514067544e-06-1.46537453474056e-05j),(-0.9330198614766125-0.13341274441802423j),0j,(-0.05793173500690496+0.17960534971092815j),0j,0j,(6.925697852338343e-20+8.433826172815823e-21j),(0.020833101472071788+0.003077162368852142j),0j,0j,(-9.398437648409974e-20+4.844029724251724e-19j),0j,(1.1468000744646296e-19+1.6979442834661205e-20j),(3.558039491816427e-18+1.9126749935139877e-17j),0j
(9.573736872400318e-36-1.6283289930464617e-36j),0j,0j,(1.8810263546567304e-18+1.799993414231487e-17j),0j,(3.536577514431764e-18+2.0262340852919816e-19j),(1.4133707052801593e-20+3.110383693679641e-19j),0j,0j,(1.8697124178982564e-20-4.0375710305149834e-19j),(-3.2184077282124998e-18-2.1605108986753568e-19j),0j,(-2.740391174202867e-20+7.112607578822193e-19j),0j,0j,(-0.00012492135930273587-2.6550402943580007e-05j),0j,(-7.137723743662789e-20-6.985581534262694e-21j),(-3.2820341764021e-19-1.7233255025284712e-17j),0j,(-3.5884560110504396e-18-5.365393120256671e-19j),0j,0j,(0.000676109525980281-0.002444669841221885j),(-6.671413911542656e-22+3.9887943292174662e-19j),0j,0j,(0.020139892235201892+0.005580901724285013j),0j,(0.0007795018847379287-0.00421556713087068j),(-5.604765053250906e-07-9.143402711209546e-08j),0j,0j,(-3.059872370247962e-20-4.845085549953538e-19j),(-4.298519945844045e-18-1.8197139469356705e-20j),0j,(-1.2086198279193714e-19+7.786224651548452e-19j),0j,0j,(0.017284785959089995+0.001168498220007566j),(8.215073057802491e-20+1.3380286532739295e-20j),0j,0j,(-0.0279748748946309+0.18715424030572061j),0j,(0.03857553822443488+0.0045130560300358745j),(3.8053839800351874e-06-1.4967898503853255e-05j),0j,(1.122225038613874e-21-9.410233487931325e-21j),0j,0j,(-0.9497886830866844+0.14932070377938994j),0j,(-0.0027050151574617314+0.1924928453315886j),(0.00022262087660753402+5.875042271036276e-05j),0j,0j,(0.021237099928847522-0.003239007659421089j),(-0.0004133555869859472+0.0016313883140659394j),0j,(0.00034123137460398574+4.693739940794907e-05j),0j,0j,(8.356105768562832e-18+1.7938391296573718e-17j)
0j,(-7.847259205975562e-20+7.264849613597584e-19j),(3.13973277982191e-18-1.4103213492263776e-19j),0j,(-2.8153590939564234e-18+1.7659229700124844e-17j),0j,0j,(0.0004838206433258983+0.00016760192351458685j),(3.595404497255262e-18+1.8311950894274495e-19j),0j,0j,(-0.0033632716143704605+0.0069514775296764635j),0j,(-0.03478494919267189-0.01545377165021096j),(-3.1325552229623576e-06+1.5094497165875549e-05j),0j,(5.0036970309075655e-20-6.576941161121481e-19j),0j,0j,(-0.034659098148249044-0.015473171838665381j),0j,(0.10358973073121931-0.1536689969851644j),(-0.00033771925853610355-0.00012060397913777605j),0j,0j,(-0.036483366575578956-0.010632671062296857j),(0.001476983942670596-0.003962316721926896j),0j,(0.020148989317378317+0.005563149612447556j),0j,0j,(-5.958694946092085e-20+6.215788805257087e-19j),(3.284289471684613e-18+5.918423067894855e-19j),0j,0j,(-0.0009696306539400169+0.0033182132430493506j),0j,(-0.015154333169290359-0.007422908061395223j),(0.0010634333142460343-0.002277046551350049j),0j,0j,(-0.0009617966503382074+0.0033243064000958314j),(0.03292383499746275+0.01862728539701893j),0j,(-0.08733443442977813+0.1664345124577306j),0j,0j,(6.337331412148554e-20+6.545501490827846e-21j),0j,(0.00015139038156081617+2.2743412841504596e-05j),(-0.05243321554389189+0.1817104746679342j),0j,(-0.8295529576597956-0.4049328928873644j),0j,0j,(1.9096277428193226e-21-1.067941622018413e-20j),(-0.02765271670370004+0.18727387093399547j),0j,0j,(9.295511717373881e-20+2.2363896938196197e-20j),0j,(-1.056394736557403e-19+5.508179355406395e-19j),(3.651234401736084e-18-9.730856595734505e-20j),0j
(1.3600974501259813e-35+7.138941048348175e-35j),0j,0j,(3.2264875644843193e-18+3.635349482653622e-20j),0j,(-3.775245135161194e-18+1.9531289623281295e-17j),(4.949244785006442e-20+1.6465226049169084e-21j),0j,0j,(3.574090474229173e-18+3.7913366880602286e-19j),(-1.0084299876723049e-19+7.321851793070645e-19j),0j,(-2.9428211242763913e-18-3.229903208479473e-19j),0j,0j,(-3.8053839800351844e-06+1.4967898503853248e-05j),0j,(5.005383472177682e-20-6.182213955965095e-19j),(-3.380482984077999e-18-5.244748863063474e-19j),0j,(5.260463523935039e-18-1.569593396445778e-17j),0j,0j,(-0.0003425011846807493-0.00010801146483940806j),(-3.5200867201590384e-18-1.0243120646185438e-20j),0j,0j,(0.0012516063823688835-0.0040803597110488365j),0j,(0.02074976778237723+0.004434754943413374j),(-1.1499896270093196e-08+5.8240181819060305e-08j),0j,0j,(3.6741450285847924e-18-3.473770251532773e-19j),(-1.329171620357361e-19+7.901945695447495e-19j),0j,(-3.416766501571002e-18-1.2217168922718773e-18j),0j,0j,(0.0003426220341166732-0.0025415430896274112j),(-1.2940947007228267e-19+7.797693058765329e-19j),0j,0j,(0.03772704434117857+0.00816972067382052j),0j,(-0.034634304482545286+0.18859523019367097j),(-1.7148112457446228e-06-4.864566899839749e-07j),0j,(8.456453818418712e-20+9.071905456921126e-21j),0j,0j,(0.0032874941961338034+0.19289846211955664j),0j,(-0.9302179479487042-0.14644369632257753j),(8.736955857823257e-06-3.0379036729986784e-05j),0j,0j,(0.029125690128981373+0.19090298119814217j),(0.00033217971150126605+8.591696734204328e-05j),0j,(-0.0002412672581777222+0.0016869798934749318j),0j,0j,(3.0175707984138787e-18-1.115879128140046e-18j)
(-3.1649968298147176e-34+1.2706137075235882e-34j),0j,0j,(5.428484691535523e-20-6.905602563013428e-19j),0j,(-1.1804374380634588e-19-1.7096850490590613e-20j),(-3.0714481050917888e-18-1.2618990413074031e-17j),0j,0j,(1.1903931959418996e-19-7.63565216179e-19j),(-3.980953732736933e-18-1.2166826273162076e-19j),0j,(1.6212515334015155e-20+3.135800809184826e-19j),0j,0j,(0.03857553822443489+0.004513056030035873j),0j,(2.9887565566435124e-18+3.5638057109450666e-19j),(-5.552630482237011e-20+6.883790358395335e-19j),0j,(8.984362862779813e-20+1.2883792701710933e-20j),0j,0j,(-0.05350094836711555+0.18127679095205312j),(-2.5328920634217648e-20+3.8954903423557128e-19j),0j,0j,(0.03739991936442203+0.00976507932098178j),0j,(0.000504885818991162-0.0034684811531396575j),(-0.021318509962750292+0.0006585635281111737j),0j,0j,(-6.52767799554364e-21-3.0204418622703427e-19j),(-3.408395898033833e-18-5.186127246430843e-19j),0j,(-1.1031236194348157e-19+5.019279869264377e-19j),0j,0j,(0.01702259368280975+0.002561110331687983j),(-4.147091786032539e-18-6.792262094332905e-19j),0j,0j,(0.0008751229809727595-0.003389109611285198j),0j,(-0.00031325037739988245-5.134844830751293e-05j),(0.034634304482545286-0.18859523019367114j),0j,(-5.030346804610323e-19-1.9076559071147974e-17j),0j,0j,(-0.00015251866448303287-2.4973276152072543e-05j),0j,(-2.2072251254159196e-06+1.606079852018792e-05j),(0.931177771675727+0.13878938022905887j),0j,0j,(4.36571250454617e-07+2.1809445083574683e-08j),(0.022743240004252912-0.19119002298239854j),0j,(-0.017458269234437832-0.00013759854108925425j),0j,0j,(-5.776325197205598e-20-4.952558703063047e-19j)
0j,(-3.153069924498945e-34+8.048177231346441e-35j),(-1.5579664994626767e-35-7.982908589226551e-35j),0j,(-9.907603745068243e-36+1.8169683858073176e-36j),0j,0j,(-2.9476362029638134e-18-2.076012883023566e-17j),(-9.300137740574014e-36-6.249929750046033e-35j),0j,0j,(-4.120473584014156e-18-1.4434863060330566e-19j),0j,(1.0181224308624551e-20+3.6193289101612645e-19j),(3.158720715411808e-18-7.141237013664025e-19j),0j,(4.978943961280548e-34-6.830794832256155e-35j),0j,0j,(-6.760951761786779e-20+6.6280024450459755e-19j),0j,(9.824080821369066e-20+1.571295822016248e-20j),(2.26979218542465e-19+1.6636121681437766e-17j),0j,0j,(-3.946777456076156e-21+4.050998962074279e-19j),(4.0760529032182694e-18-1.627332628165167e-19j),0j,(-5.2470943975955146e-20-3.636652750994271e-19j),0j,0j,(-0.021560336510118627+0.001939548518951095j),(-1.2610663834776232e-35-7.232141130474349e-35j),0j,0j,(-3.7619815474116785e-18+5.2166833332232e-19j),0j,(5.09168023246528e-20+5.9428180433260605e-19j),(3.558820539236984e-18+2.2583490838797035e-20j),0j,0j,(-3.324565698271098e-18+3.0863923309773383e-19j),(9.305489154883091e-20-8.6319623541882345e-19j),0j,(-6.751746610312344e-20-6.640388330331231e-21j),0j,0j,(-0.023418318844929925-0.19421229122751227j),0j,(-5.437763857052813e-18-1.5532695280098208e-17j),(-9.405796337885629e-20-8.840600155953011e-21j),0j,(-1.6811583867779038e-21+1.1461450607110753e-20j),0j,0j,(0.949614623952148-0.1435240249598414j),(-3.2086624385899446e-20+1.3280304285278579e-21j),0j,0j,(-0.035086117503887675-0.1932517104008556j),0j,(-0.01706569390963447+0.00509494671817787j),(-0.00027288349481182457-0.0017171152736566238j),0j
0j,(-3.3729797449397454e-18+6.3342423272496455e-19j),(-5.494534851578098e-20-3.054212852941817e-19j),0j,(3.590542382017254e-18-2.278547020015922e-19j),0j,0j,(6.238974597464235e-06-2.4959677246522513e-05j),(3.740907094981561e-18+1.866203675538204e-17j),0j,0j,(0.0004866014551333332+0.00016036534684897992j),0j,(-0.001017683868318056+0.004122049324241658j),(5.609597598624761e-07+8.44956157323261e-08j),0j,(4.049855144014749e-18-5.74715733245994e-19j),0j,0j,(-0.0009696306539400175+0.0033182132430493523j),0j,(-0.036477332772103174-0.010651184021177401j),(-3.9592000071563935e-06+1.4896112721606252e-05j),0j,0j,(-0.0037375105320737703-0.1929867926641143j),(-0.0002224957594698369-5.661384711871982e-05j),0j,(0.000250762919222233-0.0016760880285397173j),0j,0j,(-3.4555908845558785e-18+6.728944614057755e-19j),(1.9640249968613187e-18+1.7627513150364014e-17j),0j,0j,(0.0003107064099782279+4.895265632909182e-05j),0j,(-0.0006090469981746019+0.003414115489978417j),(-0.0001194362112737893-4.101741436924192e-05j),0j,0j,(-0.017463575673563932-0.00012083219269972865j),(0.0008845086022441455-0.0023502746969214054j),0j,(0.020148989317378314+0.00556314961244756j),0j,0j,(5.712099077185137e-20+3.8410138144930565e-19j),0j,(9.350815523241919e-05+0.0009330284387013591j),(0.017039540711275773+0.0025076825849524678j),0j,(-0.027614460744317205+0.18728399187510325j),0j,0j,(1.652332290243978e-20-3.594923229328464e-21j),(-0.9497812685528273+0.14928069501804278j),0j,0j,(6.317553529055169e-22-6.415884412008787e-21j),0j,(6.039215996543765e-20+3.3876000477361673e-21j),(4.570499695430356e-18+1.5545705218282547e-17j),0j
(-2.9351970654704172e-34+1.7257263098870322e-34j),0j,0j,(-2.8339448920794784e-20-2.734286560388275e-19j),0j,(3.957244009344123e-18-1.6108272354070934e-19j),(-1.4537051593117997e-22-2.6350377620766384e-21j),0j,0j,(2.4677490178937438e-18+1.8132521671971227e-17j),(5.1042138919842367e-20+6.174269112106311e-22j),0j,(1.8239749578010664e-20+2.973616679157878e-19j),0j,0j,(5.604765053250903e-07+9.143402711209546e-08j),0j,(4.109501405839373e-18-5.0594198750009475e-19j),(5.384892878118531e-22+3.509413124117056e-19j),0j,(-3.0181583930349195e-18-3.764701165391525e-20j),0j,0j,(-2.973194189972253e-06+1.5144933491976965e-05j),(-5.325427776437825e-18-1.4933991091396223e-17j),0j,0j,(-0.00022832393578387934-3.633827388902014e-05j),0j,(7.588657124298495e-05-0.0017095139327187442j),(1.769250026452119e-09+2.3101833507437959e-10j),0j,0j,(7.78709231269715e-18+2.1426436547092284e-17j),(6.9323579531273e-20+3.4194026206654605e-21j),0j,(-4.9231757590012886e-20+7.315603050380746e-19j),0j,0j,(-0.00012881602921115785-3.722744838570162e-06j),(-3.582793949344507e-18+4.76526980927368e-20j),0j,0j,(0.00015180660407481425-0.00255813661027867j),0j,(0.021318509962750275-0.0006585635281111754j),(-1.1499896270093206e-08+5.824018181906034e-08j),0j,(3.1131909599061604e-20+5.134341877674665e-19j),0j,0j,(0.017367211630101704-0.0026579252314833275j),0j,(0.029164515379271526+0.19090133975818638j),(-1.1905930516327533e-06-2.2057456900125136e-07j),0j,0j,(-0.8814684147420726+0.4300539126876434j),(2.2032379261343763e-06-1.5954134878350425e-05j),0j,(0.00011166234722867066+1.9141121405731224e-06j),0j,0j,(9.709034974243414e-18+1.1131324781064236e-17j)
